countyCode,REGION,STATE,COUNTY,ZIP CODE
37075,NC W,NC,GRAHAM,28771
18095,,IN,MADISON,46017
40143,OK NW,OK,TULSA,74120
18141,,IN,ST. JOSEPH,46544
42063,,PA,INDIANA,15681
48121,TX NE,TX,DENTON,76259
39081,,OH,JEFFERSON,43961
46083,,SD,LINCOLN,57108
46009,,SD,BON HOMME,57063
19101,IA SE,IA,JEFFERSON,52635
42125,,PA,WASHINGTON,15377
35001,,NM,BERNALILLO,87107
33015,,NH,ROCKINGHAM,03291
26107,,MI,MECOSTA,49336
8035,CO E,CO,DOUGLAS,80138
17031,IL E,IL,COOK,60025
12071,,FL,LEE,33904
,OK SE,OK,PONTOTOC,74821
21103,,KY,HENRY,40058
42029,,PA,CHESTER,19362
19071,IA SW,IA,FREMONT,51649
29035,MO SE,MO,CARTER,63965
13215,,GA,MUSCOGEE,31820
39111,,OH,MONROE,43793
29173,MO NE,MO,RALLS,63462
23019,,ME,PENOBSCOT,04488
47045,,TN,DYER,38030
47107,,TN,MCMINN,37303
48151,,TX,FISHER,79560
24035,,MD,"QUEEN ANNE'S",21619
4027,,AZ,YUMA,85364
18061,,IN,HARRISON,47161
51045,VA N,VA,CRAIG,24127
48321,TX S,TX,MATAGORDA,77458
36061,,NY,NEW YORK,10199
46041,,SD,DEWEY,57661
47009,,TN,BLOUNT,37777
6083,,CA,SANTA BARBARA,93254
6099,,CA,STANISLAUS,95350
33003,,NH,CARROLL,03254
36111,,NY,ULSTER,12419
6061,,CA,PLACER,95658
36087,,NY,ROCKLAND,10962
13031,,GA,BULLOCH,30450
42063,,PA,INDIANA,15713
37155,NC SE,NC,ROBESON,28377
48141,TX S,TX,EL PASO,79930
17075,IL E,IL,IROQUOIS,60945
29229,MO SE,MO,WRIGHT,65711
5075,,AR,LAWRENCE,72469
42103,,PA,PIKE,18464
26005,,MI,ALLEGAN,49328
,NE SE,NE,DOUGLAS,68119
36053,,NY,MADISON,13035
39053,,OH,GALLIA,45620
5011,,AR,BRADLEY,71651
38083,,ND,SHERIDAN,58430
21093,,KY,HARDIN,42776
36059,,NY,NASSAU,11021
19155,IA SW,IA,POTTAWATTAMIE,51503
,TX NE,TX,SABINE,75931
50025,,VT,WINDHAM,05358
13081,,GA,CRISP,31712
18133,,IN,PUTNAM,46135
36061,,NY,NEW YORK,10012
39013,,OH,BELMONT,43713
21195,,KY,PIKE,41566
35041,,NM,ROOSEVELT,88126
51165,VA N,VA,ROCKINGHAM,22827
47093,,TN,KNOX,37916
44007,,RI,PROVIDENCE,02895
42095,,PA,NORTHAMPTON,18063
36027,,NY,DUTCHESS,12512
42051,,PA,FAYETTE,15433
18053,,IN,GRANT,46930
5147,,AR,WOODRUFF,72074
19153,IA SE,IA,POLK,50314
47133,,TN,OVERTON,38589
42033,,PA,CLEARFIELD,16671
36073,,NY,ORLEANS,14477
37031,NC SE,NC,CARTERET,28577
45049,SC S,SC,HAMPTON,29918
48429,TX C,TX,STEPHENS,76424
17133,IL W,IL,MONROE,62295
41039,OR W,OR,LANE,97492
16063,ID C,ID,LINCOLN,83349
23005,,ME,CUMBERLAND,04103
53033,WA W,WA,KING,98112
29199,MO NE,MO,SCOTLAND,63555
42107,,PA,SCHUYLKILL,17934
37099,NC W,NC,JACKSON,28779
39125,,OH,PAULDING,45855
54045,,WV,LOGAN,25647
6019,,CA,FRESNO,93616
22125,,LA,WEST FELICIANA,70775
45063,SC NW,SC,LEXINGTON,29036
48019,TX C,TX,BANDERA,78055
46035,,SD,DAVISON,57363
35031,,NM,MCKINLEY,87316
49053,UT SW,UT,WASHINGTON,84780
55003,WI N,WI,ASHLAND,54806
40039,OK NW,OK,CUSTER,73620
29077,MO SW,MO,GREENE,65781
6107,,CA,TULARE,93292
47069,,TN,HARDEMAN,38052
48123,TX S,TX,DEWITT,78141
29079,MO NW,MO,GRUNDY,64652
1009,,AL,BLOUNT,35031
20013,KS N,KS,BROWN,66532
26159,,MI,VAN BUREN,49027
38049,,ND,MCHENRY,58741
39155,,OH,TRUMBULL,44483
19193,IA NW,IA,WOODBURY,51039
9009,,CT,NEW HAVEN,06513
39011,,OH,AUGLAIZE,45871
38095,,ND,TOWNER,58363
27085,MN S,MN,MCLEOD,55336
50015,,VT,LAMOILLE,05656
53051,WA E,WA,PEND OREILLE,99153
45001,SC NW,SC,ABBEVILLE,29628
22053,,LA,JEFFERSON DAVIS,70591
42107,,PA,SCHUYLKILL,17936
20135,KS SW,KS,NESS,67572
42035,,PA,CLINTON,17760
32017,,NV,LINCOLN,89043
38071,,ND,RAMSEY,58321
30013,MT N,MT,CASCADE,59412
31027,NE C,NE,CEDAR,68792
26109,,MI,MENOMINEE,49874
31159,NE SE,NE,SEWARD,68423
40125,,OK,POTTAWATOMIE,74854
17183,IL E,IL,VERMILION,61870
47161,,TN,STEWART,37058
13211,,GA,MORGAN,30650
27171,MN C,MN,WRIGHT,55358
1045,,AL,DALE,36311
42013,,PA,BLAIR,16686
25005,,MA,BRISTOL,02375
42133,,PA,YORK,17019
55051,WI N,WI,IRON,54559
20037,KS SE,KS,CRAWFORD,66711
17031,IL E,IL,COOK,60805
20079,KS SC,KS,HARVEY,67020
42061,,PA,HUNTINGDON,16622
40025,OK NW,OK,CIMARRON,73947
36021,,NY,COLUMBIA,12513
21115,,KY,JOHNSON,41271
41053,OR W,OR,POLK,97347
41047,OR W,OR,MARION,97306
27035,MN C,MN,CROW WING,56456
12057,,FL,HILLSBOROUGH,33604
51165,VA N,VA,ROCKINGHAM,24441
54039,,WV,KANAWHA,25143
26149,,MI,ST. JOSEPH,49032
26125,,MI,OAKLAND,48324
49039,UT SW,UT,SANPETE,84662
36011,,NY,CAYUGA,13140
39055,,OH,GEAUGA,44072
29153,MO SE,MO,OZARK,65760
39159,,OH,UNION,43344
51111,VA SE,VA,LUNENBURG,23952
9001,,CT,FAIRFIELD,06877
31153,NE SE,NE,SARPY,68157
31109,NE SE,NE,LANCASTER,68532
46043,,SD,DOUGLAS,57364
25017,,MA,MIDDLESEX,01760
27015,MN S,MN,BROWN,56087
21211,,KY,SHELBY,40065
51710,VA SE,VA,NORFOLK,23511
20155,KS SC,KS,RENO,67566
48085,,TX,COLLIN,75082
17071,IL W,IL,HENDERSON,61480
45051,SC E,SC,HORRY,29576
29095,MO NW,MO,JACKSON,64065
29179,MO SE,MO,REYNOLDS,63654
53063,WA E,WA,SPOKANE,99036
51061,VA N,VA,FAUQUIER,20187
25023,,MA,PLYMOUTH,02370
42119,,PA,UNION,17835
18093,,IN,LAWRENCE,47462
51009,VA N,VA,AMHERST,24595
17031,IL E,IL,COOK,60169
36109,,NY,TOMPKINS,14850
37079,NC SE,NC,GREENE,28538
42127,,PA,WAYNE,18455
41019,OR W,OR,DOUGLAS,97435
17067,IL W,IL,HANCOCK,62358
22035,,LA,EAST CARROLL,71254
17107,IL W,IL,LOGAN,62635
19085,IA SW,IA,HARRISON,51529
21177,,KY,MUHLENBERG,42374
21179,,KY,NELSON,40012
13021,,GA,BIBB,31217
51550,VA SE,VA,CHESAPEAKE,23321
17061,IL W,IL,GREENE,62082
16037,ID C,ID,CUSTER,83235
5001,,AR,ARKANSAS,72038
23017,,ME,OXFORD,04261
53025,WA E,WA,GRANT,98851
9005,,CT,LITCHFIELD,06069
38085,,ND,SIOUX,58528
24005,,MD,BALTIMORE,21133
5149,,AR,YELL,72838
18119,,IN,OWEN,47433
12031,,FL,DUVAL,32226
40109,OK NW,OK,OKLAHOMA,73151
72061,,PR,GUAYNABO,00965
21119,,KY,KNOTT,41844
47141,,TN,PUTNAM,38505
17061,IL W,IL,GREENE,62092
37119,NC W,NC,MECKLENBURG,28212
39171,,OH,WILLIAMS,43505
46033,,SD,CUSTER,57730
6085,,CA,SANTA CLARA,94304
27091,MN S,MN,MARTIN,56031
12103,,FL,PINELLAS,33709
51520,VA N,VA,BRISTOL,24201
9009,,CT,NEW HAVEN,06410
37127,NC NE,NC,NASH,27809
54053,,WV,MASON,25260
42025,,PA,CARBON,18244
12119,,FL,SUMTER,32162
12117,,FL,SEMINOLE,32732
13021,,GA,BIBB,31204
32003,,NV,CLARK,89191
41067,OR W,OR,WASHINGTON,97229
34005,,NJ,BURLINGTON,08060
36047,,NY,KINGS,11208
31063,NE C,NE,FRONTIER,69039
36071,,NY,ORANGE,10992
55023,WI SW,WI,CRAWFORD,54645
1003,,AL,BALDWIN,36527
34001,,NJ,ATLANTIC,08310
51015,VA N,VA,AUGUSTA,22843
12031,,FL,DUVAL,32210
42033,,PA,CLEARFIELD,16849
34029,,NJ,OCEAN,08752
12105,,FL,POLK,33809
46043,,SD,DOUGLAS,57330
34013,,NJ,ESSEX,07111
36095,,NY,SCHOHARIE,12149
27115,MN C,MN,PINE,55063
34005,,NJ,BURLINGTON,08036
6037,,CA,LOS ANGELES,90831
20011,KS SE,KS,BOURBON,66754
25011,,MA,FRANKLIN,01338
53033,WA W,WA,KING,98164
53007,WA E,WA,CHELAN,98847
36101,,NY,STEUBEN,14821
40127,OK SE,OK,PUSHMATAHA,74523
6113,,CA,YOLO,95618
6037,,CA,LOS ANGELES,90274
4001,,AZ,APACHE,86535
6037,,CA,LOS ANGELES,90302
24510,,MD,BALTIMORE,21216
39073,,OH,HOCKING,43149
30063,MT W,MT,MISSOULA,59834
42121,,PA,VENANGO,16341
36027,,NY,DUTCHESS,12533
17031,IL E,IL,COOK,60558
29101,MO NW,MO,JOHNSON,64061
5005,,AR,BAXTER,72544
17027,IL W,IL,CLINTON,62266
6037,,CA,LOS ANGELES,90031
32021,,NV,MINERAL,89422
29023,MO SE,MO,BUTLER,63932
39079,,OH,JACKSON,45692
42011,,PA,BERKS,19604
23005,,ME,CUMBERLAND,04057
42055,,PA,FRANKLIN,17247
21157,,KY,MARSHALL,42025
40027,OK NW,OK,CLEVELAND,73173
19131,IA NE,IA,MITCHELL,50454
51139,VA N,VA,PAGE,22851
54081,,WV,RALEIGH,25849
29023,MO SE,MO,BUTLER,63962
39007,,OH,ASHTABULA,44030
31141,NE C,NE,PLATTE,68601
40149,OK NW,OK,WASHITA,73632
24031,,MD,MONTGOMERY,20874
35059,,NM,UNION,88422
22033,,LA,EAST BATON ROUGE,70811
6037,,CA,LOS ANGELES,91766
26147,,MI,ST. CLAIR,48032
18105,,IN,MONROE,47403
25011,,MA,FRANKLIN,01373
24045,,MD,WICOMICO,21849
6099,,CA,STANISLAUS,95316
6021,,CA,GLENN,95943
40069,OK SE,OK,JOHNSTON,74836
36091,,NY,SARATOGA,12803
37159,NC W,NC,ROWAN,27013
22103,,LA,ST. TAMMANY,70471
6037,,CA,LOS ANGELES,90255
17019,IL E,IL,CHAMPAIGN,61878
29183,MO SE,MO,ST. CHARLES,63366
25001,,MA,BARNSTABLE,02635
39049,,OH,FRANKLIN,43211
27097,MN C,MN,MORRISON,56443
47187,,TN,WILLIAMSON,37027
17043,IL E,IL,DUPAGE,60185
42055,,PA,FRANKLIN,17262
6085,,CA,SANTA CLARA,95020
27135,MN N,MN,ROSEAU,56673
18095,,IN,MADISON,46001
19155,IA SW,IA,POTTAWATTAMIE,51549
26037,,MI,CLINTON,48853
50023,,VT,WASHINGTON,05664
27045,MN S,MN,FILLMORE,55975
30109,MT E,MT,WIBAUX,59353
48473,TX NE,TX,WALLER,77484
40037,OK NW,OK,CREEK,74041
29043,MO SW,MO,CHRISTIAN,65753
39075,,OH,HOLMES,44633
17031,IL E,IL,COOK,60467
19129,IA SW,IA,MILLS,51571
1125,,AL,TUSCALOOSA,35490
36115,,NY,WASHINGTON,12873
50027,,VT,WINDSOR,05032
29183,MO SE,MO,ST. CHARLES,63303
53047,WA E,WA,OKANOGAN,98859
37037,NC NE,NC,CHATHAM,27207
36095,,NY,SCHOHARIE,12031
38017,,ND,CASS,58004
49003,UT NW,UT,BOX ELDER,84336
49003,UT NW,UT,BOX ELDER,84307
23005,,ME,CUMBERLAND,04003
21055,,KY,CRITTENDEN,42064
13107,,GA,EMANUEL,30471
36111,,NY,ULSTER,12416
24017,,MD,CHARLES,20611
42083,,PA,MCKEAN,16701
31055,NE SE,NE,DOUGLAS,68135
31159,NE SE,NE,SEWARD,68360
42003,,PA,ALLEGHENY,15203
42085,,PA,MERCER,16127
38017,,ND,CASS,58051
9011,,CT,NEW LONDON,06320
,OK NW,OK,TULSA,74169
42091,,PA,MONTGOMERY,19453
22055,,LA,LAFAYETTE,70520
51710,VA SE,VA,NORFOLK,23513
24047,,MD,WORCESTER,21829
53077,WA E,WA,YAKIMA,98901
22017,,LA,CADDO,71104
39151,,OH,STARK,44720
55023,WI SW,WI,CRAWFORD,54654
48287,TX C,TX,LEE,77853
30005,MT N,MT,BLAINE,59547
25017,,MA,MIDDLESEX,01748
30063,MT W,MT,MISSOULA,59851
18095,,IN,MADISON,46012
50027,,VT,WINDSOR,05034
27153,MN C,MN,TODD,56347
6001,,CA,ALAMEDA,94603
16013,ID C,ID,BLAINE,83340
27155,MN C,MN,TRAVERSE,56583
72115,,PR,QUEBRADILLAS,00678
1061,,AL,GENEVA,36344
6019,,CA,FRESNO,93609
25011,,MA,FRANKLIN,01354
42019,,PA,BUTLER,16029
1043,,AL,CULLMAN,35055
6029,,CA,KERN,93301
48309,TX NE,TX,MCLENNAN,76705
34021,,NJ,MERCER,08540
48337,TX NE,TX,MONTAGUE,76261
29107,MO NW,MO,LAFAYETTE,64097
22041,,LA,FRANKLIN,71378
37065,NC NE,NC,EDGECOMBE,27801
51097,VA N,VA,KING AND QUEEN,23148
38099,,ND,WALSH,58210
42129,,PA,WESTMORELAND,15625
48067,TX NE,TX,CASS,75563
50021,,VT,RUTLAND,05736
48027,TX C,TX,BELL,76548
6077,,CA,SAN JOAQUIN,95377
39113,,OH,MONTGOMERY,45354
47179,,TN,WASHINGTON,37659
42099,,PA,PERRY,17047
41009,OR W,OR,COLUMBIA,97048
8039,CO E,CO,ELBERT,80107
29075,MO NW,MO,GENTRY,64438
27123,MN C,MN,RAMSEY,55112
27007,MN N,MN,BELTRAMI,56687
55095,WI N,WI,POLK,54853
42027,,PA,CENTRE,16801
6065,,CA,RIVERSIDE,92501
34001,,NJ,ATLANTIC,08225
12071,,FL,LEE,33966
,MO NW,MO,PUTNAM,64667
55019,WI N,WI,CLARK,54425
,OK NW,OK,OKLAHOMA,73172
51049,VA SE,VA,CUMBERLAND,23040
37189,NC W,NC,WATAUGA,28679
13167,,GA,JOHNSON,31096
48141,TX S,TX,EL PASO,79925
42045,,PA,DELAWARE,19017
44005,,RI,NEWPORT,02878
51161,VA N,VA,ROANOKE,24018
12117,,FL,SEMINOLE,32765
6039,,CA,MADERA,93604
54027,,WV,HAMPSHIRE,25437
1101,,AL,MONTGOMERY,36104
18089,,IN,LAKE,46394
53025,WA E,WA,GRANT,99133
47083,,TN,HOUSTON,37175
36029,,NY,ERIE,14069
16017,ID N,ID,BONNER,83825
45065,SC NW,SC,MCCORMICK,29899
18101,,IN,MARTIN,47581
4009,,AZ,GRAHAM,85552
42083,,PA,MCKEAN,16730
12011,,FL,BROWARD,33004
26027,,MI,CASS,49067
4013,,AZ,MARICOPA,85342
48227,TX NW,TX,HOWARD,79511
39149,,OH,SHELBY,45306
55039,WI SE,WI,FOND DU LAC,53049
42041,,PA,CUMBERLAND,17093
31183,NE C,NE,WHEELER,68622
48061,TX S,TX,CAMERON,78567
39061,,OH,HAMILTON,45002
12083,,FL,MARION,34476
16083,ID C,ID,TWIN FALLS,83334
51067,VA N,VA,FRANKLIN,24101
54033,,WV,HARRISON,26366
,CO E,CO,DENVER,80123
36081,,NY,QUEENS,11005
9011,,CT,NEW LONDON,06389
6035,,CA,LASSEN,96136
47157,,TN,SHELBY,38133
39029,,OH,COLUMBIANA,44490
16019,ID E,ID,BONNEVILLE,83402
36007,,NY,BROOME,13802
16031,ID C,ID,CASSIA,83342
40091,OK SE,OK,MCINTOSH,74459
56003,WY N,WY,BIG HORN,82422
30095,MT S,MT,STILLWATER,59001
1125,,AL,TUSCALOOSA,35475
2050,,AK,BETHEL,99589
26073,,MI,ISABELLA,48893
50011,,VT,FRANKLIN,05447
6037,,CA,LOS ANGELES,90717
48167,TX S,TX,GALVESTON,77546
53065,WA E,WA,STEVENS,99114
40109,OK NW,OK,OKLAHOMA,73119
42069,,PA,LACKAWANNA,18653
27059,MN C,MN,ISANTI,55080
20203,KS SW,KS,WICHITA,67861
26153,,MI,SCHOOLCRAFT,49836
38097,,ND,TRAILL,58016
40147,OK NW,OK,WASHINGTON,74029
20113,KS SC,KS,MCPHERSON,67464
51169,VA N,VA,SCOTT,24250
17167,IL W,IL,SANGAMON,62545
28077,,MS,LAWRENCE,39140
39173,,OH,WOOD,43443
39019,,OH,CARROLL,44607
48085,TX NE,TX,COLLIN,75093
45015,SC E,SC,BERKELEY,29410
36105,,NY,SULLIVAN,12758
50001,,VT,ADDISON,05487
6037,,CA,LOS ANGELES,90606
34035,,NJ,SOMERSET,08836
46031,,SD,CORSON,57658
42101,,PA,PHILADELPHIA,19109
39099,,OH,MAHONING,44429
21133,,KY,LETCHER,41858
48049,TX C,TX,BROWN,76802
18183,,IN,WHITLEY,46764
2282,,AK,YAKUTAT,99689
40081,OK NW,OK,LINCOLN,74026
13137,,GA,HABERSHAM,30563
6113,,CA,YOLO,95637
53033,WA W,WA,KING,98155
8119,CO W,CO,TELLER,80813
48481,TX S,TX,WHARTON,77420
17055,IL E,IL,FRANKLIN,62891
19133,IA SW,IA,MONONA,51010
6029,,CA,KERN,93519
6031,,CA,KINGS,93266
26109,,MI,MENOMINEE,49893
42069,,PA,LACKAWANNA,18510
37063,NC NE,NC,DURHAM,27705
6085,,CA,SANTA CLARA,94306
32003,,NV,CLARK,89109
53033,WA W,WA,KING,98146
55073,WI N,WI,MARATHON,54474
48133,TX C,TX,EASTLAND,76471
23025,,ME,SOMERSET,04957
40075,OK NW,OK,KIOWA,73559
1071,,AL,JACKSON,35765
48215,TX S,TX,HIDALGO,78596
36119,,NY,WESTCHESTER,10517
15003,,HI,HONOLULU,96815
17117,IL W,IL,MACOUPIN,62685
13315,,GA,WILCOX,31084
51111,VA SE,VA,LUNENBURG,23944
19177,IA SE,IA,VAN BUREN,52626
17139,IL E,IL,MOULTRIE,61951
36081,,NY,QUEENS,11105
51059,VA N,VA,FAIRFAX,22033
37027,NC W,NC,CALDWELL,28611
21141,,KY,LOGAN,42206
42115,,PA,SUSQUEHANNA,18847
20103,KS NC,KS,LEAVENWORTH,66048
48085,TX NE,TX,COLLIN,75035
26109,,MI,MENOMINEE,49858
36069,,NY,ONTARIO,14466
21065,,KY,ESTILL,40336
28083,,MS,LEFLORE,38952
27053,MN C,MN,HENNEPIN,55444
32031,,NV,WASHOE,89441
20091,KS NC,KS,JOHNSON,66211
37051,NC SE,NC,CUMBERLAND,28301
6083,,CA,SANTA BARBARA,93441
17037,IL E,IL,DEKALB,60548
36043,,NY,HERKIMER,13350
12031,,FL,DUVAL,32254
12113,,FL,SANTA ROSA,32561
30033,MT E,MT,GARFIELD,59322
17033,IL E,IL,CRAWFORD,62433
46011,,SD,BROOKINGS,57026
,OK SE,OK,CARTER,73435
39155,,OH,TRUMBULL,44404
48497,TX NE,TX,WISE,76073
6073,,CA,SAN DIEGO,92155
55051,WI N,WI,IRON,54534
47065,,TN,HAMILTON,37343
36013,,NY,CHAUTAUQUA,14720
39121,,OH,NOBLE,43711
44005,,RI,NEWPORT,02841
8031,CO E,CO,DENVER,80218
1053,,AL,ESCAMBIA,36502
55131,WI SE,WI,WASHINGTON,53033
30065,MT S,MT,MUSSELSHELL,59072
36077,,NY,OTSEGO,13810
49049,UT NW,UT,UTAH,84664
20025,KS SW,KS,CLARK,67865
4025,,AZ,YAVAPAI,86332
24039,,MD,SOMERSET,21817
12111,,FL,ST. LUCIE,34946
18153,,IN,SULLIVAN,47882
13197,,GA,MARION,31803
50027,,VT,WINDSOR,05031
26149,,MI,ST. JOSEPH,49091
29159,MO NW,MO,PETTIS,65337
13135,,GA,GWINNETT,30047
20177,KS NC,KS,SHAWNEE,66609
20083,KS SW,KS,HODGEMAN,67854
33009,,NH,GRAFTON,03238
34031,,NJ,PASSAIC,07403
36059,,NY,NASSAU,11549
48127,TX S,TX,DIMMIT,78834
51173,VA N,VA,SMYTH,24354
23029,,ME,WASHINGTON,04667
22049,,LA,JACKSON,71226
53019,WA E,WA,FERRY,99166
48309,,TX,MCLENNAN,76654
6059,,CA,ORANGE,92868
22105,,LA,TANGIPAHOA,70466
17031,IL E,IL,COOK,60614
26099,,MI,MACOMB,48096
18167,,IN,VIGO,47880
6037,,CA,LOS ANGELES,91020
28117,,MS,PRENTISS,38859
6009,,CA,CALAVERAS,95232
48215,TX S,TX,HIDALGO,78504
51011,VA SE,VA,APPOMATTOX,24593
36119,,NY,WESTCHESTER,10533
6073,,CA,SAN DIEGO,92122
29215,MO SE,MO,TEXAS,65468
18057,,IN,HAMILTON,46060
4009,,AZ,GRAHAM,85536
18165,,IN,VERMILLION,47966
6081,,CA,SAN MATEO,94403
20163,KS NW,KS,ROOKS,67632
41045,OR E,OR,MALHEUR,97908
55025,WI SW,WI,DANE,53715
36009,,NY,CATTARAUGUS,14737
40023,OK SE,OK,CHOCTAW,74760
42129,,PA,WESTMORELAND,15672
8021,CO E,CO,CONEJOS,81124
41051,OR W,OR,MULTNOMAH,97210
42129,,PA,WESTMORELAND,15626
5113,,AR,POLK,71945
72123,,PR,SALINAS,00751
31065,NE C,NE,FURNAS,69046
42035,,PA,CLINTON,17779
6047,,CA,MERCED,95312
40071,OK NW,OK,KAY,74631
30013,MT N,MT,CASCADE,59477
9015,,CT,WINDHAM,06277
26013,,MI,BARAGA,49970
6089,,CA,SHASTA,96047
42071,,PA,LANCASTER,17545
13153,,GA,HOUSTON,31088
23005,,ME,CUMBERLAND,04108
55005,WI N,WI,BARRON,54868
8031,CO E,CO,DENVER,80207
25021,,MA,NORFOLK,02482
20067,KS SW,KS,GRANT,67880
39017,,OH,BUTLER,45069
36109,,NY,TOMPKINS,14853
6013,,CA,CONTRA COSTA,94801
37085,NC SE,NC,HARNETT,28334
1065,,AL,HALE,35441
47107,,TN,MCMINN,37309
47181,,TN,WAYNE,38452
55139,WI SE,WI,WINNEBAGO,54964
36097,,NY,SCHUYLER,14824
48293,TX NE,TX,LIMESTONE,76635
40079,OK SE,OK,LE FLORE,74956
13295,,GA,WALKER,30707
51131,VA N,VA,NORTHAMPTON,23486
37013,NC SE,NC,BEAUFORT,27817
34017,,NJ,HUDSON,07304
5013,,AR,CALHOUN,71766
36013,,NY,CHAUTAUQUA,14716
48011,,TX,ARMSTRONG,79094
21027,,KY,BRECKINRIDGE,40171
6047,,CA,MERCED,95374
55035,WI N,WI,EAU CLAIRE,54701
55135,WI SE,WI,WAUPACA,54977
20169,KS NC,KS,SALINE,67442
34003,,NJ,BERGEN,07647
42063,,PA,INDIANA,15747
27093,MN C,MN,MEEKER,55355
13067,,GA,COBB,30068
17051,IL E,IL,FAYETTE,62885
9003,,CT,HARTFORD,06026
55007,WI N,WI,BAYFIELD,54844
39001,,OH,ADAMS,45660
35039,,NM,RIO ARRIBA,87533
46043,,SD,DOUGLAS,57328
22031,,LA,DE SOTO,71049
39133,,OH,PORTAGE,44231
30011,MT E,MT,CARTER,59324
34019,,NJ,HUNTERDON,08858
36111,,NY,ULSTER,12548
,CO E,CO,DENVER,80247
25017,,MA,MIDDLESEX,02459
22015,,LA,BOSSIER,71112
36119,,NY,WESTCHESTER,10606
2158,,AK,KUSILVAK,99658
36075,,NY,OSWEGO,13437
31087,NE C,NE,HITCHCOCK,69040
30049,MT W,MT,LEWIS AND CLARK,59410
16055,ID N,ID,KOOTENAI,83803
47039,,TN,DECATUR,38329
31025,NE SE,NE,CASS,68409
36015,,NY,CHEMUNG,14816
24033,,MD,"PRINCE GEORGE'S",20746
36081,,NY,QUEENS,11373
41065,OR E,OR,WASCO,97040
36031,,NY,ESSEX,12977
37109,NC W,NC,LINCOLN,28168
9011,,CT,NEW LONDON,06336
46053,,SD,GREGORY,57571
17021,IL W,IL,CHRISTIAN,62568
26073,,MI,ISABELLA,49310
5003,,AR,ASHLEY,71635
53009,WA W,WA,CLALLAM,98331
27089,MN N,MN,MARSHALL,56757
6041,,CA,MARIN,94945
19075,IA NE,IA,GRUNDY,50680
19075,IA NE,IA,GRUNDY,50621
55101,WI SE,WI,RACINE,53108
34013,,NJ,ESSEX,07106
51013,VA N,VA,ARLINGTON,22214
17011,IL W,IL,BUREAU,61349
34009,,NJ,CAPE MAY,08230
55089,WI SE,WI,OZAUKEE,53097
33013,,NH,MERRIMACK,03303
47033,,TN,CROCKETT,38050
27153,MN C,MN,TODD,56437
31129,NE SE,NE,NUCKOLLS,68974
32031,,NV,WASHOE,89439
36043,,NY,HERKIMER,13454
17115,IL E,IL,MACON,61756
19177,IA SE,IA,VAN BUREN,52651
26145,,MI,SAGINAW,48616
26125,,MI,OAKLAND,48237
28157,,MS,WILKINSON,39669
29027,MO NE,MO,CALLAWAY,63388
2158,,AK,KUSILVAK,99563
39065,,OH,HARDIN,43326
42113,,PA,SULLIVAN,17768
29189,MO SE,MO,ST. LOUIS,63043
12081,,FL,MANATEE,34216
54107,,WV,WOOD,26104
5001,,AR,ARKANSAS,72055
18135,,IN,RANDOLPH,47390
17131,IL W,IL,MERCER,61231
39051,,OH,FULTON,43558
26003,,MI,ALGER,49826
31137,NE SE,NE,PHELPS,68940
30067,MT S,MT,PARK,59020
26021,,MI,BERRIEN,49085
34003,,NJ,BERGEN,07423
12095,,FL,ORANGE,32751
21115,,KY,JOHNSON,41268
27091,MN S,MN,MARTIN,56075
42001,,PA,ADAMS,17350
17163,IL W,IL,ST. CLAIR,62220
15003,,HI,HONOLULU,96712
19095,IA SE,IA,IOWA,52334
54061,,WV,MONONGALIA,26570
36025,,NY,DELAWARE,13846
13165,,GA,JENKINS,30822
34025,,NJ,MONMOUTH,08736
36105,,NY,SULLIVAN,12724
2020,,AK,ANCHORAGE,99503
36061,,NY,NEW YORK,10022
28157,,MS,WILKINSON,39631
20057,KS SW,KS,FORD,67876
29181,MO SE,MO,RIPLEY,63942
25021,,MA,NORFOLK,02169
1125,,AL,TUSCALOOSA,35406
55071,WI SE,WI,MANITOWOC,53015
47013,,TN,CAMPBELL,37729
1083,,AL,LIMESTONE,35671
13145,,GA,HARRIS,31826
55003,WI N,WI,ASHLAND,54546
13075,,GA,COOK,31647
42021,,PA,CAMBRIA,15956
17031,IL E,IL,COOK,60026
12073,,FL,LEON,32312
5085,,AR,LONOKE,72086
47031,,TN,COFFEE,37018
25017,,MA,MIDDLESEX,01474
19077,IA SW,IA,GUTHRIE,50115
13197,,GA,MARION,31801
6067,,CA,SACRAMENTO,95757
17193,IL E,IL,WHITE,62844
29095,MO NW,MO,JACKSON,64133
36101,,NY,STEUBEN,14830
39101,,OH,MARION,43341
54053,,WV,MASON,25287
16059,ID E,ID,LEMHI,83465
42069,,PA,LACKAWANNA,18403
26117,,MI,MONTCALM,48834
17119,IL W,IL,MADISON,62010
54045,,WV,LOGAN,25630
6079,,CA,SAN LUIS OBISPO,93461
19193,IA NW,IA,WOODBURY,51018
36071,,NY,ORANGE,10925
17125,IL W,IL,MASON,61546
42129,,PA,WESTMORELAND,15692
53047,WA E,WA,OKANOGAN,98833
37161,NC W,NC,RUTHERFORD,28167
17055,IL E,IL,FRANKLIN,62856
53077,WA E,WA,YAKIMA,98951
31151,NE SE,NE,SALINE,68343
13103,,GA,EFFINGHAM,31312
39155,,OH,TRUMBULL,44450
19105,IA SE,IA,JONES,52310
18089,,IN,LAKE,46409
42107,,PA,SCHUYLKILL,17978
55075,WI N,WI,MARINETTE,54125
39041,,OH,DELAWARE,43061
