address,country,latitude,longitude,locationName,locationOwner,locationOwnerId,inboundMode,outboundMode,servicingCarriers,splc,zipCode,cityState
42136 HWY 6 34,US,40.3062,-99.943,NUTRIEN AG-ARAPAHOE,NUTRIEN AG SOLUTIONS INC,0017000000yIV0T,TRUCK,TRUCK,"","",68922,"ARAPAHOE, NE"
19793 DELTA AVE,US,42.068169,-95.034836,SCHROEDER AG-ARCADIA,SCHROEDER AG LLC,0010g00001iTiry,TRUCK,TRUCK,,,51430,"ARCADIA, IA"
12543 190TH ST,US,42.080449,-95.041124,FARMERS COOPERATIVE-ARCADIA,FARMERS COOPERATIVE ELEVATOR COMPANY,,RAIL|TRUCK,RAIL|TRUCK,UP,546257000,51430,"ARCADIA, IA"
4747 E 266TH ST,US,40.174751,-86.09063,NUTRIEN AG-ARCADIA,NUTRIEN AG SOLUTIONS INC,0017000000yIV0T,TRUCK,TRUCK,,,46030,"ARCADIA, IN"
,US,41.4217,-99.1291,TROTTER INC-ARCADIA,TROTTER INC,0017000000yIUpX,TRUCK,TRUCK,"","",68815,"ARCADIA, NE"
"",US,41.5211,-84.30446,ARCHBOLD OH- RR STATION,"","",RAIL,RAIL,NS,343497000,43502,"ARCHBOLD, OH"
5365 360TH ST,US,43.126205,-95.729736,INTEGRITY AG-ARCHER,INTEGRITY AG TECH LLC,0017000001TKhp5,TRUCK,TRUCK,"","",51231,"ARCHER, IA"
2132 ARCHER RD,US,41.167856,-98.139587,AGRICULTURAL SERVICES-ARCHER,AGRICULTURAL SERVICES INC,0017000000yIV34,RAIL|TRUCK,RAIL|TRUCK,NCRC,554647000,68816,"ARCHER, NE"
912 E COUNTY RD 600N,US,39.740047,-88.298546,EFFINGHAM EQUITY-ARCOLA,EFFINGHAM EQUITY,0017000000yIUzn,RAIL|TRUCK,RAIL|TRUCK,CN,391382000,61910,"ARCOLA, IL"
1197 PONDEROSA RD,US,34.215274,-96.975996,DILLON PAGE-ARDMORE,DILLON PAGE,,TRUCK,TRUCK,,,73401,"ARDMORE, OK"
101 N AUDUBON ST,US,42.8351,-93.0058,LANDUS COOPERATIVE-AREDALE,LANDUS COOPERATIVE,0017000000yIUz4,TRUCK,TRUCK,"","",50605,"AREDALE, IA"
6755 HELENA RD,US,43.171707,-89.986451,"ARENA, WI - ANDERSONS",THE ANDERSONS INC,0017000000yIUq2,RAIL|TRUCK,RAIL|TRUCK,WSOR,339112000,53503,"ARENA, WI"
501 W MAIN ST,US,39.876332,-90.374281,SUNRISE FS-ARENZVILLE,SUNRISE FS,,TRUCK,TRUCK,,,62611,"ARENZVILLE, IL"
,US,39.8853,-90.3751,GROWMARK INC-ARENZVILLE,GROWMARK INC DBA SUNRISE FS,0017000001R8pMd,TRUCK,TRUCK,"","",62611,"ARENZVILLE, IL"
146 N ARGONIA RD,US,37.275702,-97.765458,PROGRESSIVE AG-ARGONIA,PROGRESSIVE AG COOPERATIVE ASSOCIATION,0017000001XwkQ5,TRUCK,TRUCK,,,67004,"ARGONIA, KS"
400 US HWY 169,US,40.9511,-94.2219,NEW COOPERATIVE-ARISPE,NEW COOPERATIVE INC,0017000000yIUtv,TRUCK,TRUCK,"","",50831,"ARISPE, IA"
28136 HWY 62 E,US,31.4432,-84.7076,HELENA AGRIENTERPRISES-ARLINGTON,HELENA AGRIENTERPRISES LLC,0017000000yIUxo,RAIL,RAIL,HAL,469390000,39813,"ARLINGTON, GA"
291 MAIN ST,US,42.744122,-91.662546,NEXUS COOPERATIVE-ARLINGTON,NEXUS COOPERATIVE,0014u000026jAGp,TRUCK,TRUCK,"","",50606,"ARLINGTON, IA"
"",US,37.89811,-98.17637,ARLINGTON KS- RR STATION,"","",RAIL,RAIL,UP,589185000,67514,"ARLINGTON, KS"
23189 MN5,US,44.6137,-94.065,HUTCHINSON COOP-ARLINGTON,HUTCHINSON COOP,0017000000yIUxV,TRUCK,TRUCK,"","",55307,"ARLINGTON, MN"
7098 COUNTY RD 15,US,41.481629,-96.308822,NUTRIEN AG-ARLINGTON,NUTRIEN AG SOLUTIONS INC,0017000000yIV0T,TRUCK,TRUCK,"","",68002,"ARLINGTON, NE"
4139 MINIER RD,US,40.385819,-89.314052,AGLAND FS-ARMINGTON,AGLAND FS INC,0017000000yIV3I,TRUCK,TRUCK,"","",61721,"ARMINGTON, IL"
1746 500TH AVE,US,43.393274,-94.600048,STATELINE COOPERATIVE-ARMSTRONG,STATELINE COOPERATIVE,0017000000yIUqY,RAIL|TRUCK,RAIL|TRUCK,UP,541346000,50514,"ARMSTRONG, IA"
79989 DR 411,US,41.422329,-100.183003,COUNTRY PARTNERS-ARNOLD,COUNTRY PARTNERS COOPERATIVE,0017000000yIUaR,TRUCK,TRUCK,"","",69120,"ARNOLD, NE"
102 S MAIN ST,US,40.448419,-88.631617,EVERGREEN FS-ARROWSMITH,EVERGREEN FS INC,0017000000yIUzR,TRUCK,TRUCK,"","",61722,"ARROWSMITH, IL"
"",US,32.8429,-104.3963,ARTESIA NM- RR STATION,"","",RAIL,RAIL,BNSF,777520000,88210,"ARTESIA, NM"
2929 COUNTY RD JJ,US,39.6196,-122.1947,COLUSA COUNTY-ARTOIS,COLUSA COUNTY FARM SUPPLY INC,0017000000yIUe2,RAIL,RAIL,CFNR|UP,872938000,95913,"ARTOIS, CA"
6520 COUNTY RD 33,US,39.624554,-122.193153,ARTOIS FEED-ARTOIS,ARTOIS FEED INC,,RAIL,RAIL,CFNR|UP,872938000,95913,"ARTOIS, CA"
4711 W 58TH AVE,US,39.7954,-105.0985,INDUSTRIAL CHEMICALS (ARVADA),INDUSTRIAL CHEMICALS CORPORATION,0017000000yIVya,RAIL,RAIL,BNSF,744831000,80002,"ARVADA, CO"
216 WARDWELL ST,US,47.918329,-97.496939,COLUMBIA GRAIN-ARVILLA,COLUMBIA GRAIN INTERNATIONAL LLC,,RAIL,RAIL,BNSF,511768000,58214,"ARVILLA, ND"
218 ELEVATOR ST,US,47.9214,-97.4971,MACROSOURCE ARVILLA,COLUMBIA GRAIN,,TRUCK,TRUCK,,,58214,"ARVILLA, ND"
300 W MAIN ST,US,37.316586,-93.586884,MFA INCORPORATED-ASH GROVE,MFA INCORPORATED,0017000000yIUvC,RAIL|TRUCK,RAIL|TRUCK,BNSF,576538000,65604,"ASH GROVE, MO"
1992 PANSEY RD,US,31.1768,-85.206802,HELENA AGRIENTERPRISES-ASHFORD,HELENA AGRIENTERPRISES LLC,0017000000yIUxo,RAIL,RAIL,CSXT,477830000,36312,"ASHFORD, AL"
2929 LITERBERRY PRENTICE RD,US,39.857332,-90.046951,PRAIRIELAND FS-ASHLAND,PRAIRIELAND FS INC,00170000019sYr1,TRUCK,TRUCK,"","",62612,"ASHLAND, IL"
1077 COUNTY RD B,US,41.07387,-96.497563,NUTRIEN AG-ASHLAND,NUTRIEN AG SOLUTIONS INC,0017000000yIV0T,TRUCK,TRUCK,"","",68003,"ASHLAND, NE"
4 COUNTY RD F,US,41.1321,-96.3617,HELENA AGRIENTERPRISES-ASHLAND,HELENA AGRIENTERPRISES LLC,0017000000yIUxo,TRUCK,TRUCK,"","",68003,"ASHLAND, NE"
302 W SECTIONLINE RD,US,43.191882,-84.478941,COG MARKETERS-ASHLEY,COG MARKETERS LTD,0017000000yIV7T,RAIL,RAIL,GLC,316311000,48806,"ASHLEY, MI"
310 E 3RD ST,US,43.310487,-95.787196,COOPERATIVE FARMERS-ASHTON,COOPERATIVE FARMERS ELEVATOR,0014u00001ozKlT,RAIL|TRUCK,RAIL|TRUCK,UP,542294000,51232,"ASHTON, IA"
634 WALNUT ST,US,44.0747,-111.4201,VALLEY WIDE-ASHTON,VALLEY WIDE COOPERATIVE INC,,RAIL,RAIL,EIRR|UP,832148000,83420,"ASHTON, ID"
,US,41.8684,-89.2175,BUREAU SERVICE-ASHTON,BUREAU SERVICE COMPANY DBA AG VIEW FS INC,0017000000yIV1c,TRUCK,TRUCK,"","",61006,"ASHTON, IL"
12 MAIN ST,US,44.9994,-98.5106,S S-ASHTON,S S H AG SUPPLIES INC,0017000000yIUXG,TRUCK,TRUCK,"","",57424,"ASHTON, SD"
201 E MAIN ST,US,41.911988,-95.13566,ASPINWALL COOPERATIVE-ASPINWALL,ASPINWALL COOPERATIVE COMPANY,0017000000yIV2K,RAIL|TRUCK,RAIL|TRUCK,BNSF,546473000,51432,"ASPINWALL, IA"
2452 N BADER RD,US,40.22252,-90.359964,PRAIRIELAND FS-ASTORIA,PRAIRIELAND FS INC,00170000019sYr1,TRUCK,TRUCK,"","",61501,"ASTORIA, IL"
2015 US 6,US,41.5681,-91.1696,NUTRIEN AG-ATALISSA,NUTRIEN AG SOLUTIONS INC,0017000000yIV0T,TRUCK,TRUCK,"","",52720,"ATALISSA, IA"
"",US,41.57111,-91.16583,ATALISSA IA- RR STATION,"","",RAIL,RAIL,IAIS,534928000,52720,"ATALISSA, IA"
920 CONGRESS PKWY N,US,35.479435,-84.595401,AGCENTRAL FARMERS-ATHENS,AGCENTRAL FARMERS COOPERATIVE,,RAIL,RAIL,NS,427330000,37303,"ATHENS, TN"
"",US,41.42083,-90.015,ATKINSON IL- RR STATION,"","",RAIL,RAIL,IAIS,385333000,61235,"ATKINSON, IL"
1557 MARIETTA RD NW,US,33.7908,-84.4396,THE WHITAKER (ATLANTA),THE WHITAKER COMPANY,0014u000029ePHC,RAIL,RAIL,CSXT|NS,456200000,30318,"ATLANTA, GA"
303 SW ARCH ST,US,40.259673,-89.232495,NUTRIEN AG-ATLANTA,NUTRIEN AG SOLUTIONS INC,0017000000yIV0T,TRUCK,TRUCK,"","",61723,"ATLANTA, IL"
6767 E 276TH ST,US,40.18841,-86.045916,BECKS SUPERIOR-ATLANTA,BECKS SUPERIOR HYBIRD,,TRUCK,TRUCK,,,46031,"ATLANTA, IN"
60511 GLACIER RD,US,41.41689,-95.029526,LANDUS COOPERATIVE-ATLANTIC,LANDUS COOPERATIVE,0017000000yIUz4,RAIL|TRUCK,RAIL|TRUCK,IAIS,549140000,50022,"ATLANTIC, IA"
54462 OLIVE ST,US,41.437438,-95.000838,FARM SERVICE-ATLANTIC,FARM SERVICE COOP,0017000000yIUzJ,RAIL|TRUCK,RAIL|TRUCK,IAIS,549140000,50022,"ATLANTIC, IA"
2600 S STATE ROUTE 4,US,41.086591,-82.878269,NUTRIEN AG-ATTICA,NUTRIEN AG SOLUTIONS INC,0017000000yIV0T,RAIL|TRUCK,RAIL|TRUCK,CSXT,345372000,44807,"ATTICA, OH"
16319 US12,US,45.1371,-94.821,CENTRAL LAKES-ATWATER,CENTRAL LAKES COOPERATIVE,0010g00001eOKbp,RAIL|TRUCK,RAIL|TRUCK,BNSF,505653000,56209,"ATWATER, MN"
16319 US12,US,45.13715,-94.8210749,CENTRAL COUNTIES-ATWATER,CENTRAL COUNTIES COOPERATIVE,0017000000yIV19,TRUCK,TRUCK,,,56209,"ATWATER, MN"
1216 3RD ST,US,42.2515,-94.877,NEW COOPERATIVE-AUBURN,NEW COOPERATIVE INC,0017000000yIUtv,TRUCK,TRUCK,"","",51433,"AUBURN, IA"
407 E JACKSON ST,US,39.589008,-89.73671,PRAIRIELAND FS-AUBURN,PRAIRIELAND FS INC,00170000019sYr1,TRUCK,TRUCK,"","",62615,"AUBURN, IL"
"",US,43.6056,-84.0728,AUBURN MI- RR STATION,"","",RAIL,RAIL,HESR|LSRC,313743000,48611,"AUBURN, MI"
203 W ST,US,40.3849,-95.8452,HEARTLAND COOP-AUBURN,HEARTLAND COOP,0017000000yIUxp,TRUCK,TRUCK,,,68305,"AUBURN, NE"
504 10TH ST,US,40.395167,-95.832616,FRONTIER COOPERATIVE-AUBURN,FRONTIER COOPERATIVE COMPANY,0017000000yIUd1,TRUCK,TRUCK,,,68305,"AUBURN, NE"
53 COLUMBUS ST,US,42.926744,-76.587443,CAROLINA EASTERN-AUBURN,CAROLINA EASTERN INC,0017000000yIW4K,RAIL,RAIL,CSXT|FGLK|NS,182810000,13021,"AUBURN, NY"
TEAM TRACK,US,42.9317335,-76.5660529,HELENA AGRIENTERPRISES-AUBURN,HELENA AGRIENTERPRISES LLC,0017000000yIUxo,RAIL,RAIL,CSXT|FGLK|NS,182810000,13021,"AUBURN, NY"
10391 COUNTY RD K,US,44.623177,-89.987892,ALLIED COOPERATIVE-AUBURNDALE,ALLIED COOPERATIVE,0017000000yIV14,RAIL|TRUCK,RAIL|TRUCK,CN,327418000,54412,"AUBURNDALE, WI"
1898 HWY 71,US,41.732,-94.936,HERBERS SEED-AUDUBON,HERBERS SEED CONSULTING INC,0017000000yIUxj,TRUCK,TRUCK,,,50025,"AUDUBON, IA"
1460 COLUMBIA NITROGEN DR,US,33.4455,-81.9303,NUTRIEN AUGUSTA,NUTRIEN AG SOLUTIONS INC,0017000000yIV0T,RAIL|TRUCK,RAIL|TRUCK,CSXT|NS,457210000,30901,"AUGUSTA, GA"
102 MAIN ST,US,42.7114,-95.4371,AGSTATE -AURELIA,AGSTATE,0014u00001yQCNb,RAIL|TRUCK,RAIL|TRUCK,CN,544444000,51005,"AURELIA, IA"
17500 E 22ND AVE,US,39.7481828,-104.7835277,"MUSKET CORPORATION AURORA, CO",MUSKET CORPORATION,0017000001GQTUq,RAIL|TRUCK,RAIL|TRUCK,UP,744149000,80011,"AURORA, CO"
417 BUFFALO ST,US,42.619153,-91.731019,AURORA ELEVATOR-AURORA,AURORA ELEVATOR INC,0017000000yIT34,TRUCK,TRUCK,"","",50607,"AURORA, IA"
565 W HIGH ST,US,36.985046,-93.728075,MFA INCORPORATED-AURORA,MFA INCORPORATED,0017000000yIUvC,RAIL|TRUCK,RAIL|TRUCK,BNSF,576770000,65605,"AURORA, MO"
315 8TH ST,US,40.86,-98.0084,AURORA COOPERATIVE-AURORA,AURORA COOPERATIVE,0017000000yIV2G,RAIL|TRUCK,RAIL|TRUCK,BNSF,554940000,68818,"AURORA, NE"
1101 W HWY 34,US,40.8672,-98.003,KF-AURORA,KOCH FERTILIZER LLC,0017000000yIUvv,RAIL|TRUCK,RAIL|TRUCK,BNSF,554940000,68818,"AURORA, NE"
9400 SAINT PAUL HWY NE,US,45.196025,-122.866885,MARION AG-AURORA,MARION AG,,RAIL,RAIL,BNSF|PNWR,854113000,97002,"AURORA, OR"
100 S BROADWAY AVE,US,44.2827,-96.6881,AGFIRST FARMERS-AURORA,AGFIRST FARMERS COOP,0017000000yIUXp,TRUCK,TRUCK,"","",57002,"AURORA, SD"
90160 260TH ST,US,43.732894,-93.066091,NEXUS COOPERATIVE-AUSTIN,NEXUS COOPERATIVE,0014u000026jAGp,TRUCK,TRUCK,"","",55912,"AUSTIN, MN"
9231 E AVALON RD,US,42.632759,-88.869317,THE DELONG-AVALON,THE DELONG COMPANY INC,0017000000yIUpz,RAIL|TRUCK,RAIL|TRUCK,WSOR,338666000,53505,"AVALON, WI"
110 E ELLSWORTH AVE,US,41.473959,-95.337473,AGRILAND FS-AVOCA,AGRILAND FS INC,0017000000yIV32,TRUCK,TRUCK,"","",51521,"AVOCA, IA"
,US,40.7949,-96.1238,AURORA COOPERATIVE-AVOCA,AURORA COOPERATIVE,0017000000yIV2G,TRUCK,TRUCK,"","",68307,"AVOCA, NE"
2305 LAKEVILLE RD,US,42.888537,-77.709101,NUTRIEN AG-AVON,NUTRIEN AG SOLUTIONS INC,0017000000yIV0T,RAIL,RAIL,LAL,184565000,14414,"AVON, NY"
850 HWY 99,US,39.8728,-96.2599,AG PARTNERS-AXTELL,AG PARTNERS COOPERATIVE INC,0017000000yIV3V,TRUCK,TRUCK,,,66403,"AXTELL, KS"
101 MAIN ST,US,40.479341,-99.134098,COOPERATIVE PRODUCERS-AXTELL,COOPERATIVE PRODUCERS INC,0017000001BfwGG,RAIL|TRUCK,RAIL|TRUCK,BNSF,558277000,68924,"AXTELL, NE"
11 MAIN AVE,US,47.043094,-97.491242,THE ARTHUR-AYR,THE ARTHUR COMPANIES INC,0017000001DCLZh,RAIL,RAIL,BNSF,514736000,58007,"AYR, ND"
4110 W BLUE HILL RD,US,40.380084,-98.438647,FAIRFIELD NON-AYR,FAIRFIELD NON STOCK COOP FERTILIZER ASSOCIATION,0010g00001ewdOP,TRUCK,TRUCK,"","",68925,"AYR, NE"
100 CENTER AVE,US,42.616,-94.1482,NEW COOPERATIVE-BADGER,NEW COOPERATIVE INC,0017000000yIUtv,TRUCK,TRUCK,"","",50516,"BADGER, IA"
109 5TH AVE S,US,44.4846,-97.2032,BADGER FARMERS-BADGER,BADGER FARMERS COOPERATIVE INC,0017000000yIUXn,TRUCK,TRUCK,"","",57214,"BADGER, SD"
11283 W GREEN RD,US,42.1848,-89.5567,NUTRIEN AG-BAILEYVILLE,NUTRIEN AG SOLUTIONS INC,0017000000yIV0T,TRUCK,TRUCK,"","",61007,"BAILEYVILLE, IL"
444 MAIN ST,US,39.847,-96.1937,AG PARTNERS-BAILEYVILLE,AG PARTNERS COOP,0017000000yIV3H,TRUCK,TRUCK,,,66404,"BAILEYVILLE, KS"
1321 SPRING CREEK RD,US,30.89790827,-84.60717194,MEHERRIN FERTILIZER-BAINBRIDGE,MEHERRIN FERTILIZER INC,0017000000yIUux,RAIL,RAIL,CSXT,469850000,39817,"BAINBRIDGE, GA"
1301 SPRING CREEK RD,US,30.9243,-84.5796,AGRIUM US-BAINBRIDGE,AGRIUM US INC,0017000000yIW4o,RAIL,RAIL,CSXT,469850000,39817,"BAINBRIDGE, GA"
6922 N COUNTRY RD 100 E,US,39.761157,-86.8119523,KEYSTONE COOPERATIVE-BAINBRIDGE,KEYSTONE COOPERATIVE INC,0014u000029eX5u,RAIL|TRUCK,RAIL|TRUCK,CSXT,369636000,46105,"BAINBRIDGE, IN"
250 WASHINGTON ST,US,35.3585323,-118.9753594,"JH BIOTECH BAKERSFIELD, CA",JH BIOTECH INC,0017000000yIUjG,RAIL|TRUCK,RAIL|TRUCK,BNSF|UP,881550000,93307,"BAKERSFIELD, CA"
430 PEPPER DRIVE430 PEPPER DR,US,35.3592234,-118.8742583,"SIMPLOT GROWER BAKERSFIELD, CA",SIMPLOT GROWER SOLUTIONS,,RAIL|TRUCK,RAIL|TRUCK,BNSF|UP,881550000,93307,"BAKERSFIELD, CA"
14762 PIERI RD,US,35.1947776,-119.2281283,"BUTTONWILLOW WAREHOUSE BAKERSFIELD, CA",BUTTONWILLOW WAREHOUSE COMPANY,0017000000yW3j8,RAIL|TRUCK,RAIL|TRUCK,BNSF|UP,881550000,93311,"BAKERSFIELD, CA"
3106 JULESBURG ST,US,35.3268261,-119.1412988,"AGCELERATION ADVISORY BAKERSFIELD, CA",AGCELERATION ADVISORY SERVICE LLC,0014u000026gaOR,RAIL|TRUCK,RAIL|TRUCK,BNSF|UP,881550000,93311,"BAKERSFIELD, CA"
9355 COPUS RD,US,35.0947923,-119.0224206,"NUTRIEN AG BAKERSFIELD, CA",NUTRIEN AG SOLUTIONS INC,0017000000yIV0T,RAIL|TRUCK,RAIL|TRUCK,BNSF|UP,881550000,93313,"BAKERSFIELD, CA"
213 RAILRD ST,US,38.1836,-89.844,GATEWAY FS-BALDWIN,GATEWAY FS INC,0017000000yIQAs,TRUCK,TRUCK,"","",62217,"BALDWIN, IL"
3250 201ST AVE NE,US,47.030032,-100.733714,CLARK COLEMAN-BALDWIN,CLARK COLEMAN,,TRUCK,TRUCK,,,58521,"BALDWIN, ND"
47504 252ND ST,US,43.735909,-96.706078,AGRONOMY SCIENCES-BALTIC,AGRONOMY SCIENCES LLC DBA HEFTY SEED CO,0017000000yIVBu,TRUCK,TRUCK,"","",57003,"BALTIC, SD"
6101 PENNINGTON AVE,US,39.210875,-76.583655,LIQUID TRANSFER-BALTIMORE,LIQUID TRANSFER TERMINALS INC,,RAIL,RAIL,CSXT,234066000,21226,"BALTIMORE, MD"
5501 PENNINGTON AVE,US,39.217225,-76.58542,MID STATES-BALTIMORE,MID STATES OIL REFINING CO,,RAIL,RAIL,CSXT,234000000,21226,"BALTIMORE, MD"
402 N LONG,US,43.2935,-94.2149,LANDUS COOPERATIVE-BANCROFT,LANDUS COOPERATIVE,0017000000yIUz4,TRUCK,TRUCK,"","",50517,"BANCROFT, IA"
394 E CENTER ST 30,US,42.73,-111.8859,HELENA AGRIENTERPRISES-BANCROFT,HELENA AGRIENTERPRISES LLC,0017000000yIUxo,RAIL,RAIL,UP,835463000,83217,"BANCROFT, ID"
108 E CEDAR ST,US,42.0135,-96.5717,CENTRAL VALLEY-BANCROFT,CENTRAL VALLEY AG COOPERATIVE NONSTOCK,0017000000yIV16,TRUCK,TRUCK,"","",68004,"BANCROFT, NE"
148 JOHNSONVILLE RD,US,40.892144,-75.153989,GROWMARK FS-BANGOR,GROWMARK FS LLC,0017000000yIUfQ,RAIL,RAIL,NS,204125000,18013,"BANGOR, PA"
,US,40.1723,-94.8575,CONSUMERS OIL-BARNARD,CONSUMERS OIL SUPPLY CO,0010g00001bqB18,TRUCK,TRUCK,"","",64423,"BARNARD, MO"
"",US,46.64961,-96.4211,BARNESVILLE MN- RR STATION,"","",RAIL,RAIL,BNSF,503992000,56514,"BARNESVILLE, MN"
1941 DAKOTA AVE,US,42.5111,-94.3847,NEW COOPERATIVE-BARNUM,NEW COOPERATIVE INC,0017000000yIUtv,TRUCK,TRUCK,"","",50518,"BARNUM, IA"
501 SOO LINE AVE,US,45.9096,-95.8884,BARRETT AGRI-BARRETT,BARRETT AGRI INC,0017000000yIUnc,RAIL|TRUCK,RAIL|TRUCK,CPRS,506370000,56311,"BARRETT, MN"
"",US,34.88486,-116.98398,BARSTOW CA- RR STATION,"","",RAIL,RAIL,BNSF,880181000,92312,"BARSTOW, CA"
"",US,48.04635,-98.43328,BARTLETT ND- RR STATION,"","",RAIL,RAIL,BNSF,511665000,58344,"BARTLETT, ND"
US281,US,41.8835,-98.5476,COUNTRY PARTNERS-BARTLETT,COUNTRY PARTNERS COOPERATIVE,0017000000yIUaR,TRUCK,TRUCK,"","",68622,"BARTLETT, NE"
550 COUNTY RD 371,US,30.766031,-97.515734,AKA FARMS-BARTLETT,AKA FARMS AARON MARTINKA,,TRUCK,TRUCK,,,76511,"BARTLETT, TX"
750 COUNTY RD 351,US,30.780324,-97.427307,TYLER BOHAC-BARTLETT,TYLER BOHAC,,TRUCK,TRUCK,,,76511,"BARTLETT, TX"
750 COUNTY RD 351,US,30.781993,-97.422246,"TYLER BOHAC BARTLETT, TX",TYLER BOHAC,,RAIL|TRUCK,RAIL|TRUCK,UP,683297000,76511,"BARTLETT, TX"
128 COUNTY RD 402,US,30.7863912,-97.2752929,"AKA FARMS BARTLETT, TX",AKA FARMS HOLLAND,,RAIL|TRUCK,RAIL|TRUCK,UP,683297000,76511,"BARTLETT, TX"
14141 FM 487,US,30.786885,-97.395548,JAMES WEBBER-BARTLETT,JAMES WEBBER,,TRUCK,TRUCK,,,76511,"BARTLETT, TX"
116 E AISNE ST,US,30.7912403,-97.4292137,"BARTLETT FARM BARTLETT, TX",BARTLETT FARM PRODUCTS,,RAIL|TRUCK,RAIL|TRUCK,UP,683297000,76511,"BARTLETT, TX"
116 E AISNE ST,US,30.7955,-97.42,BARTLETT FARM-BARTLETT,BARTLETT FARM PRODUCTS,,TRUCK,TRUCK,,,76511,"BARTLETT, TX"
13220 FM 487,US,30.797108,-97.408617,MARTINKA BROTHERS-BARTLETT,MARTINKA BROTHERS,,TRUCK,TRUCK,,,76511,"BARTLETT, TX"
5321 HAROLD CLARK RD,US,30.827989,-97.489929,M P-BARTLETT,M P FARMS,,TRUCK,TRUCK,,,76511,"BARTLETT, TX"
5321 HAROLD CLARK RD,US,30.8288441,-97.4895556,"M P BARTLETT, TX",M P FARMS,,RAIL|TRUCK,RAIL|TRUCK,UP,683297000,76511,"BARTLETT, TX"
13220 FM 487,US,30.7949121,-97.4255583,"AMERICAN PLANT BARTLETT, TX",AMERICAN PLANT FOOD CORP GALENA PARK TX,0017000000yIV2c,RAIL|TRUCK,RAIL|TRUCK,UP,683297000,76511,"BARTLETT, TX"
205 MONTANA AVE,US,44.375264,-108.036562,BIG HORN-BASIN,BIG HORN COOPERATIVE MARKETING ASSOCIATION,0017000000yW41F,RAIL|TRUCK,RAIL|TRUCK,BNSF,732163000,82410,"BASIN, WY"
315 N ST,US,44.3801,-108.0417,HELENA AGRIENTERPRISES-BASIN,HELENA AGRIENTERPRISES LLC,0017000000yIUxo,RAIL|TRUCK,RAIL|TRUCK,BNSF,732163000,82410,"BASIN, WY"
1ST ST,US,42.5876,-99.5391,ROCK COUNTY-BASSETT,ROCK COUNTY AGRONOMY SERVICE LLC,0017000000yW3pW,TRUCK,TRUCK,"","",68714,"BASSETT, NE"
"",US,30.48462,-91.18679,BATON ROUGE LA- RR STATION,"","",RAIL,RAIL,CN|UP,644800000,70802,"BATON ROUGE, LA"
701 1ST ST,US,42.3145,-95.5994,NUTRIEN AG-BATTLE CREEK,NUTRIEN AG SOLUTIONS INC,0017000000yIV0T,TRUCK,TRUCK,"","",51006,"BATTLE CREEK, IA"
,US,41.824,-93.1514,NEW CENTURY-BAXTER,NEW CENTURY FS A DIV OF GROWMARK,0017000000yIQsb,TRUCK,TRUCK,"","",50028,"BAXTER, IA"
97 TIERNAN RD,US,43.6211,-83.854,BRINK TERMINAL SERVICES INC - BAY CITY,BRINK TERMINAL SERVICES INC,0017000000yIVxC,RAIL|TRUCK,RAIL|TRUCK,LSRC,313730000,48706,"BAY CITY, MI"
3604 WILDER RD,US,43.6289375,-83.9073068,"ROWLEYS WHOLESALE BAY CITY, MI",ROWLEYS WHOLESALE,,RAIL|TRUCK,RAIL|TRUCK,HESR,313730000,48706,"BAY CITY, MI"
100 RAILWAY ST,US,41.851841,-94.552705,LANDUS COOPERATIVE-BAYARD,LANDUS COOPERATIVE,0017000000yIUz4,RAIL|TRUCK,RAIL|TRUCK,BNSF,545824000,50029,"BAYARD, IA"
201 MAIN ST,US,41.752529,-103.324339,SIMPLOT GROWER-BAYARD,SIMPLOT GROWER SOLUTIONS,,RAIL|TRUCK,RAIL|TRUCK,BNSF,556264000,69334,"BAYARD, NE"
2000 FM 1405 RD,US,29.6831391,-94.9126096,"BERRYMAN CHEMICAL BAYTOWN, TX",BERRYMAN CHEMICAL INC,0017000001OOkmD,RAIL|TRUCK,RAIL|TRUCK,BNSF|UP,684693000,77523,"BAYTOWN, TX"
1040 S FM 565 RD,US,29.7748552,-94.8973487,RAIL LOGIX-BAYTOWN,RAIL LOGIX AMERIPORT LLC,,RAIL|TRUCK,RAIL|TRUCK,BNSF|UP,684735000,77523,"BAYTOWN, TX"
107 N MAIN ST,US,38.445396,-99.691872,COOPERATIVE GRAIN-BAZINE,COOPERATIVE GRAIN SUPPLY,0014u000020TDmH,RAIL|TRUCK,RAIL|TRUCK,BNSF|KO|UP,594744000,67516,"BAZINE, KS"
590 E MAIN ST,US,46.9217,-104.0003,BEACH COOPERATIVE-BEACH,BEACH COOPERATIVE GRAIN COMPANY,0017000000yIPVg,RAIL|TRUCK,RAIL|TRUCK,BNSF,519464000,58621,"BEACH, ND"
101 MAIN ST,US,42.218191,-92.821949,NEW CENTURY-BEAMAN,NEW CENTURY FS A DIV OF GROWMARK,0017000000yIQsb,TRUCK,TRUCK,"","",50609,"BEAMAN, IA"
,US,43.3922,-97.9525,CARGILL AG-BEARDSLEY,CARGILL AG HORIZONS UNITED STATES A DIVISION OF CARGILL INC,0017000000yIV1K,TRUCK,TRUCK,"","",57366,"BEARDSLEY, SD"
3400 N 8TH ST,US,40.3013,-96.7434,NUTRIEN AG-BEATRICE,NUTRIEN AG SOLUTIONS INC,0017000000yIV0T,TRUCK,TRUCK,,,68310,"BEATRICE, NE"
